id	label
X60174.1_w2850	D.silvestris clone
X60174.1_w2900	D.silvestris clone
X60174.1_w2950	D.silvestris clone
X60174.1_w3000	D.silvestris clone
X60174.1_w3050	D.silvestris clone
X60174.1_w3100	D.silvestris clone
X60174.1_w3150	D.silvestris clone
X60174.1_w3200	D.silvestris clone
X60174.1_w3250	D.silvestris clone
X60174.1_w3300	D.silvestris clone
X60174.1_w3350	D.silvestris clone
X60174.1_w3400	D.silvestris clone
X60174.1_w3450	D.silvestris clone
X60174.1_w3500	D.silvestris clone
X60174.1_w3550	D.silvestris clone
X60174.1_w3600	D.silvestris clone
X60174.1_w3650	D.silvestris clone
X60174.1_w3700	D.silvestris clone
X60174.1_w3750	D.silvestris clone
X60174.1_w3800	D.silvestris clone
X60174.1_w3850	D.silvestris clone
X60174.1_w3900	D.silvestris clone
X60174.1_w3950	D.silvestris clone
X60174.1_w4000	D.silvestris clone
X60174.1_w4050	D.silvestris clone
X60174.1_w4100	D.silvestris clone
X60174.1_w4150	D.silvestris clone
X60174.1_w4200	D.silvestris clone
X60174.1_w4250	D.silvestris clone
X60174.1_w4300	D.silvestris clone
X60174.1_w4350	D.silvestris clone
X60174.1_w4400	D.silvestris clone
X60174.1_w4450	D.silvestris clone
X60174.1_w4500	D.silvestris clone
X60174.1_w4550	D.silvestris clone
X60174.1_w4600	D.silvestris clone
X60174.1_w4650	D.silvestris clone
X60174.1_w4700	D.silvestris clone
X60174.1_w4750	D.silvestris clone
X60174.1_w4800	D.silvestris clone
X60174.1_w4850	D.silvestris clone
X60174.1_w4900	D.silvestris clone
X60174.1_w4950	D.silvestris clone
X60174.1_w5000	D.silvestris clone
X60174.1_w5050	D.silvestris clone
X60174.1_w5100	D.silvestris clone
X60174.1_w5150	D.silvestris clone
X60174.1_w5200	D.silvestris clone
X60174.1_w5250	D.silvestris clone
X60174.1_w5300	D.silvestris clone
X60174.1_w5350	D.silvestris clone
X60174.1_w5400	D.silvestris clone
X60174.1_w5450	D.silvestris clone
X60174.1_w5500	D.silvestris clone
X60174.1_w5550	D.silvestris clone
X60174.1_w5600	D.silvestris clone
X60174.1_w5650	D.silvestris clone
X60174.1_w5700	D.silvestris clone
X60174.1_w5750	D.silvestris clone
X60174.1_w5800	D.silvestris clone
X60174.1_w5850	D.silvestris clone
X60174.1_w5900	D.silvestris clone
X60174.1_w5950	D.silvestris clone
X60174.1_w6000	D.silvestris clone
X60174.1_w6029	D.silvestris clone
X60175.1_w0	D.silvestris clone
X60175.1_w50	D.silvestris clone
X60175.1_w100	D.silvestris clone
X60175.1_w150	D.silvestris clone
X60175.1_w200	D.silvestris clone
X60175.1_w250	D.silvestris clone
X60175.1_w300	D.silvestris clone
X60175.1_w350	D.silvestris clone
X60175.1_w400	D.silvestris clone
X60175.1_w450	D.silvestris clone
X60175.1_w500	D.silvestris clone
X60175.1_w550	D.silvestris clone
X60175.1_w600	D.silvestris clone
X60175.1_w650	D.silvestris clone
X60175.1_w700	D.silvestris clone
X60175.1_w750	D.silvestris clone
X60175.1_w800	D.silvestris clone
X60175.1_w850	D.silvestris clone
X60175.1_w900	D.silvestris clone
X60175.1_w950	D.silvestris clone
X60175.1_w1000	D.silvestris clone
X60175.1_w1050	D.silvestris clone
X60175.1_w1100	D.silvestris clone
X60175.1_w1150	D.silvestris clone
X60175.1_w1200	D.silvestris clone
X60175.1_w1250	D.silvestris clone
X60175.1_w1300	D.silvestris clone
X60175.1_w1350	D.silvestris clone
X60175.1_w1400	D.silvestris clone
X60175.1_w1450	D.silvestris clone
X60175.1_w1500	D.silvestris clone
X60175.1_w1550	D.silvestris clone
X60175.1_w1600	D.silvestris clone
X60175.1_w1650	D.silvestris clone
X60175.1_w1700	D.silvestris clone
X60175.1_w1750	D.silvestris clone
X60175.1_w1800	D.silvestris clone
X60175.1_w1850	D.silvestris clone
X60175.1_w1900	D.silvestris clone
X60175.1_w1950	D.silvestris clone
X60175.1_w2000	D.silvestris clone
X60175.1_w2050	D.silvestris clone
X60175.1_w2100	D.silvestris clone
X60175.1_w2150	D.silvestris clone
X60175.1_w2200	D.silvestris clone
X60175.1_w2250	D.silvestris clone
X60175.1_w2300	D.silvestris clone
X60175.1_w2350	D.silvestris clone
X60175.1_w2400	D.silvestris clone
X60175.1_w2450	D.silvestris clone
X60175.1_w2500	D.silvestris clone
X60175.1_w2550	D.silvestris clone
X60175.1_w2600	D.silvestris clone
X60175.1_w2650	D.silvestris clone
X60175.1_w2700	D.silvestris clone
X60175.1_w2750	D.silvestris clone
X60175.1_w2800	D.silvestris clone
X60175.1_w2850	D.silvestris clone
X60175.1_w2900	D.silvestris clone
X60175.1_w2950	D.silvestris clone
X60175.1_w3000	D.silvestris clone
X60175.1_w3050	D.silvestris clone
X60175.1_w3100	D.silvestris clone
X60175.1_w3150	D.silvestris clone
X60175.1_w3200	D.silvestris clone
X60175.1_w3250	D.silvestris clone
X60175.1_w3300	D.silvestris clone
X60175.1_w3350	D.silvestris clone
X60175.1_w3400	D.silvestris clone
X60175.1_w3450	D.silvestris clone
X60175.1_w3500	D.silvestris clone
X60175.1_w3528	D.silvestris clone
X60176.1_w0	D.silvestris clone
X60176.1_w50	D.silvestris clone
X60176.1_w100	D.silvestris clone
X60176.1_w150	D.silvestris clone
X60176.1_w200	D.silvestris clone
X60176.1_w250	D.silvestris clone
X60176.1_w300	D.silvestris clone
X60176.1_w350	D.silvestris clone
X60176.1_w400	D.silvestris clone
X60176.1_w450	D.silvestris clone
X60176.1_w500	D.silvestris clone
X60176.1_w550	D.silvestris clone
X60176.1_w600	D.silvestris clone
X60176.1_w650	D.silvestris clone
X60176.1_w700	D.silvestris clone
X60176.1_w750	D.silvestris clone
X60176.1_w800	D.silvestris clone
X60176.1_w850	D.silvestris clone
X60176.1_w900	D.silvestris clone
X60176.1_w950	D.silvestris clone
X60176.1_w1000	D.silvestris clone
X60176.1_w1050	D.silvestris clone
X60176.1_w1100	D.silvestris clone
X60176.1_w1150	D.silvestris clone
X60176.1_w1200	D.silvestris clone
X60176.1_w1250	D.silvestris clone
X60176.1_w1300	D.silvestris clone
X60176.1_w1350	D.silvestris clone
X60176.1_w1400	D.silvestris clone
X60176.1_w1450	D.silvestris clone
X60176.1_w1500	D.silvestris clone
X60176.1_w1550	D.silvestris clone
X60176.1_w1600	D.silvestris clone
X60176.1_w1650	D.silvestris clone
X60176.1_w1700	D.silvestris clone
X60176.1_w1750	D.silvestris clone
X60176.1_w1800	D.silvestris clone
X60176.1_w1850	D.silvestris clone
X60176.1_w1900	D.silvestris clone
X60176.1_w1950	D.silvestris clone
X60176.1_w2000	D.silvestris clone
X60176.1_w2050	D.silvestris clone
X60176.1_w2100	D.silvestris clone
X60176.1_w2150	D.silvestris clone
X60176.1_w2200	D.silvestris clone
X60176.1_w2250	D.silvestris clone
X60176.1_w2300	D.silvestris clone
X60176.1_w2350	D.silvestris clone
X60176.1_w2400	D.silvestris clone
X60176.1_w2450	D.silvestris clone
X60176.1_w2500	D.silvestris clone
X60176.1_w2550	D.silvestris clone
X60176.1_w2600	D.silvestris clone
X60176.1_w2650	D.silvestris clone
X60176.1_w2700	D.silvestris clone
X60176.1_w2750	D.silvestris clone
X60176.1_w2800	D.silvestris clone
X60176.1_w2850	D.silvestris clone
X60176.1_w2900	D.silvestris clone
X60176.1_w2950	D.silvestris clone
X60176.1_w3000	D.silvestris clone
X60176.1_w3050	D.silvestris clone
X60176.1_w3100	D.silvestris clone
X60176.1_w3150	D.silvestris clone
X60176.1_w3200	D.silvestris clone
X60176.1_w3250	D.silvestris clone
X60176.1_w3300	D.silvestris clone
X60176.1_w3350	D.silvestris clone
X60176.1_w3400	D.silvestris clone
X60176.1_w3450	D.silvestris clone
X60176.1_w3500	D.silvestris clone
X60176.1_w3550	D.silvestris clone
X60176.1_w3600	D.silvestris clone
X60176.1_w3650	D.silvestris clone
X60176.1_w3700	D.silvestris clone
X60176.1_w3750	D.silvestris clone
X60176.1_w3800	D.silvestris clone
X60176.1_w3850	D.silvestris clone
X60176.1_w3900	D.silvestris clone
X60176.1_w3950	D.silvestris clone
X60176.1_w4000	D.silvestris clone
X60176.1_w4050	D.silvestris clone
X60176.1_w4100	D.silvestris clone
X60176.1_w4150	D.silvestris clone
X60176.1_w4200	D.silvestris clone
X60176.1_w4250	D.silvestris clone
X60176.1_w4300	D.silvestris clone
X60176.1_w4350	D.silvestris clone
X60176.1_w4400	D.silvestris clone
X60176.1_w4450	D.silvestris clone
X60176.1_w4500	D.silvestris clone
X60176.1_w4550	D.silvestris clone
X60176.1_w4600	D.silvestris clone
X60176.1_w4650	D.silvestris clone
X60176.1_w4700	D.silvestris clone
X60176.1_w4750	D.silvestris clone
X60176.1_w4800	D.silvestris clone
X60176.1_w4850	D.silvestris clone
X60176.1_w4900	D.silvestris clone
X60176.1_w4950	D.silvestris clone
X60176.1_w4968	D.silvestris clone
X17670.1_w0	Holothuria polii
X17670.1_w50	Holothuria polii
X17670.1_w100	Holothuria polii
X17670.1_w150	Holothuria polii
X17671.1_w0	Holothuria polii
X17671.1_w50	Holothuria polii
X17671.1_w100	Holothuria polii
X17671.1_w141	Holothuria polii
X17672.1_w0	Holothuria polii
X17672.1_w50	Holothuria polii
X17672.1_w100	Holothuria polii
X17672.1_w141	Holothuria polii
X17673.1_w0	Holothuria polii
X17673.1_w50	Holothuria polii
X17673.1_w100	Holothuria polii
X17673.1_w141	Holothuria polii
X17674.1_w0	Holothuria polii
X17674.1_w50	Holothuria polii
X17674.1_w100	Holothuria polii
X17674.1_w141	Holothuria polii
X57584.1_full	L.cuprina satellite
X57585.1_full	L.cuprina satellite
X57586.1_full	L.cuprina satellite
X57587.1_full	L.cuprina satellite
X57588.1_full	L.cuprina satellite
X57589.1_full	L.cuprina satellite
X57590.1_full	L.cuprina satellite
X57591.1_full	L.cuprina satellite
X06555.1_w0	Leishmania major
X06555.1_w50	Leishmania major
X06555.1_w100	Leishmania major
X06555.1_w150	Leishmania major
X06555.1_w200	Leishmania major
X06555.1_w250	Leishmania major
X06555.1_w300	Leishmania major
X06555.1_w350	Leishmania major
X06555.1_w400	Leishmania major
X06555.1_w450	Leishmania major
X06555.1_w500	Leishmania major
X06555.1_w550	Leishmania major
X06555.1_w565	Leishmania major
X06556.1_full	Leishmania major
X57134.1_w0	L.major mRNA
X57134.1_w50	L.major mRNA
X57134.1_w100	L.major mRNA
X57134.1_w150	L.major mRNA
X57134.1_w200	L.major mRNA
X57134.1_w250	L.major mRNA
X57134.1_w300	L.major mRNA
X57134.1_w350	L.major mRNA
X57134.1_w400	L.major mRNA
X57134.1_w450	L.major mRNA
X57134.1_w500	L.major mRNA
X57134.1_w550	L.major mRNA
X57134.1_w600	L.major mRNA
X57134.1_w650	L.major mRNA
X57134.1_w700	L.major mRNA
X57134.1_w750	L.major mRNA
X57134.1_w800	L.major mRNA
X57134.1_w850	L.major mRNA
X57134.1_w867	L.major mRNA
X57135.1_w0	L.major mRNA
X57135.1_w50	L.major mRNA
X57135.1_w100	L.major mRNA
X57135.1_w150	L.major mRNA
X57135.1_w200	L.major mRNA
X57135.1_w250	L.major mRNA
X57135.1_w300	L.major mRNA
X57135.1_w350	L.major mRNA
X57135.1_w400	L.major mRNA
X57135.1_w450	L.major mRNA
X57135.1_w500	L.major mRNA
X57135.1_w550	L.major mRNA
X57135.1_w600	L.major mRNA
X57135.1_w650	L.major mRNA
X57135.1_w700	L.major mRNA
X57135.1_w734	L.major mRNA
X56810.1_w0	L.major mRNA
X56810.1_w50	L.major mRNA
X56810.1_w100	L.major mRNA
X56810.1_w150	L.major mRNA
X56810.1_w200	L.major mRNA
X56810.1_w250	L.major mRNA
X56810.1_w300	L.major mRNA
X56810.1_w350	L.major mRNA
X56810.1_w400	L.major mRNA
X56810.1_w450	L.major mRNA
X56810.1_w500	L.major mRNA
X56810.1_w550	L.major mRNA
X56810.1_w600	L.major mRNA
X56810.1_w650	L.major mRNA
X56810.1_w700	L.major mRNA
X56810.1_w750	L.major mRNA
X56810.1_w800	L.major mRNA
X56810.1_w850	L.major mRNA
X56810.1_w900	L.major mRNA
X56810.1_w950	L.major mRNA
X56810.1_w1000	L.major mRNA
X56810.1_w1050	L.major mRNA
X56810.1_w1100	L.major mRNA
X56810.1_w1150	L.major mRNA
X56810.1_w1200	L.major mRNA
X56810.1_w1250	L.major mRNA
X56810.1_w1300	L.major mRNA
X56810.1_w1350	L.major mRNA
X56810.1_w1400	L.major mRNA
X56810.1_w1450	L.major mRNA
X56810.1_w1500	L.major mRNA
X56810.1_w1550	L.major mRNA
X56810.1_w1600	L.major mRNA
X56810.1_w1650	L.major mRNA
X56810.1_w1700	L.major mRNA
X56810.1_w1750	L.major mRNA
X56810.1_w1800	L.major mRNA
X56810.1_w1850	L.major mRNA
X56810.1_w1900	L.major mRNA
X56810.1_w1950	L.major mRNA
X56810.1_w2000	L.major mRNA
X56810.1_w2050	L.major mRNA
X56810.1_w2100	L.major mRNA
X56810.1_w2150	L.major mRNA
X56810.1_w2200	L.major mRNA
X56810.1_w2250	L.major mRNA
X56810.1_w2279	L.major mRNA
X04892.1_w0	Plasmodium chabaudi
X04892.1_w50	Plasmodium chabaudi
X04892.1_w81	Plasmodium chabaudi
X06426.1_w0	Plasmodium falciparum
X06426.1_w50	Plasmodium falciparum
X06426.1_w100	Plasmodium falciparum
X06426.1_w150	Plasmodium falciparum
X06426.1_w200	Plasmodium falciparum
X06426.1_w250	Plasmodium falciparum
X06426.1_w300	Plasmodium falciparum
X06426.1_w350	Plasmodium falciparum
X06426.1_w400	Plasmodium falciparum
X06426.1_w450	Plasmodium falciparum
X06426.1_w500	Plasmodium falciparum
X06426.1_w550	Plasmodium falciparum
X06426.1_w600	Plasmodium falciparum
X06426.1_w650	Plasmodium falciparum
X06426.1_w700	Plasmodium falciparum
X06426.1_w750	Plasmodium falciparum
X06426.1_w800	Plasmodium falciparum
X06426.1_w850	Plasmodium falciparum
X06426.1_w859	Plasmodium falciparum
X17483.1_w0	Plasmodium falciparum
X17483.1_w50	Plasmodium falciparum
X17483.1_w100	Plasmodium falciparum
X17483.1_w150	Plasmodium falciparum
X17483.1_w200	Plasmodium falciparum
X17483.1_w250	Plasmodium falciparum
X17483.1_w300	Plasmodium falciparum
X17483.1_w350	Plasmodium falciparum
X17483.1_w400	Plasmodium falciparum
X17483.1_w450	Plasmodium falciparum
X17483.1_w500	Plasmodium falciparum
X17483.1_w550	Plasmodium falciparum
X17483.1_w600	Plasmodium falciparum
X17483.1_w650	Plasmodium falciparum
X17483.1_w700	Plasmodium falciparum
X17483.1_w750	Plasmodium falciparum
X17483.1_w800	Plasmodium falciparum
X17483.1_w850	Plasmodium falciparum
X17483.1_w900	Plasmodium falciparum
X17483.1_w923	Plasmodium falciparum
X17484.1_w0	Plasmodium falciparum
X17484.1_w50	Plasmodium falciparum
X17484.1_w100	Plasmodium falciparum
X17484.1_w150	Plasmodium falciparum
X17484.1_w200	Plasmodium falciparum
X17484.1_w250	Plasmodium falciparum
X17484.1_w300	Plasmodium falciparum
X17484.1_w350	Plasmodium falciparum
X17484.1_w400	Plasmodium falciparum
X17484.1_w450	Plasmodium falciparum
X17484.1_w453	Plasmodium falciparum
X17485.1_w0	Plasmodium falciparum
X17485.1_w50	Plasmodium falciparum
X17485.1_w100	Plasmodium falciparum
X17485.1_w150	Plasmodium falciparum
X17485.1_w200	Plasmodium falciparum
X17485.1_w250	Plasmodium falciparum
X17485.1_w300	Plasmodium falciparum
X17485.1_w350	Plasmodium falciparum
X17485.1_w400	Plasmodium falciparum
X17485.1_w450	Plasmodium falciparum
X17485.1_w500	Plasmodium falciparum
X17485.1_w550	Plasmodium falciparum
X17485.1_w600	Plasmodium falciparum
X17485.1_w650	Plasmodium falciparum
X17485.1_w700	Plasmodium falciparum
X17485.1_w750	Plasmodium falciparum
X17485.1_w800	Plasmodium falciparum
X17485.1_w850	Plasmodium falciparum
X17485.1_w900	Plasmodium falciparum
X17485.1_w950	Plasmodium falciparum
X17485.1_w1000	Plasmodium falciparum
X17485.1_w1050	Plasmodium falciparum
X17485.1_w1100	Plasmodium falciparum
X17485.1_w1150	Plasmodium falciparum
X17485.1_w1200	Plasmodium falciparum
X17485.1_w1250	Plasmodium falciparum
X17485.1_w1300	Plasmodium falciparum
X17485.1_w1350	Plasmodium falciparum
X17485.1_w1400	Plasmodium falciparum
X17485.1_w1450	Plasmodium falciparum
X17485.1_w1500	Plasmodium falciparum
X17485.1_w1550	Plasmodium falciparum
X17485.1_w1600	Plasmodium falciparum
X17485.1_w1650	Plasmodium falciparum
X17485.1_w1700	Plasmodium falciparum
X17485.1_w1750	Plasmodium falciparum
X17485.1_w1800	Plasmodium falciparum
X17485.1_w1850	Plasmodium falciparum
X17485.1_w1900	Plasmodium falciparum
X17485.1_w1950	Plasmodium falciparum
X17485.1_w2000	Plasmodium falciparum
X17485.1_w2050	Plasmodium falciparum
X17485.1_w2100	Plasmodium falciparum
X17485.1_w2150	Plasmodium falciparum
X17485.1_w2200	Plasmodium falciparum
X17485.1_w2250	Plasmodium falciparum
X17485.1_w2300	Plasmodium falciparum
X17485.1_w2350	Plasmodium falciparum
X17485.1_w2400	Plasmodium falciparum
X17485.1_w2450	Plasmodium falciparum
X17485.1_w2500	Plasmodium falciparum
X17485.1_w2550	Plasmodium falciparum
X17485.1_w2600	Plasmodium falciparum
X17485.1_w2650	Plasmodium falciparum
X17485.1_w2700	Plasmodium falciparum
X17485.1_w2750	Plasmodium falciparum
X17485.1_w2800	Plasmodium falciparum
X17485.1_w2850	Plasmodium falciparum
X17485.1_w2900	Plasmodium falciparum
X17485.1_w2950	Plasmodium falciparum
X17485.1_w3000	Plasmodium falciparum
X17485.1_w3050	Plasmodium falciparum
X17485.1_w3100	Plasmodium falciparum
X17485.1_w3150	Plasmodium falciparum
X17485.1_w3200	Plasmodium falciparum
X17485.1_w3250	Plasmodium falciparum
X17485.1_w3300	Plasmodium falciparum
X17485.1_w3350	Plasmodium falciparum
X17485.1_w3400	Plasmodium falciparum
X17485.1_w3450	Plasmodium falciparum
X17485.1_w3500	Plasmodium falciparum
X17485.1_w3519	Plasmodium falciparum
X17486.1_w0	Plasmodium falciparum
X17486.1_w50	Plasmodium falciparum
X17486.1_w100	Plasmodium falciparum
X17486.1_w150	Plasmodium falciparum
X17486.1_w200	Plasmodium falciparum
X17486.1_w250	Plasmodium falciparum
X17486.1_w300	Plasmodium falciparum
X17486.1_w350	Plasmodium falciparum
X17486.1_w400	Plasmodium falciparum
X17486.1_w450	Plasmodium falciparum
X17486.1_w500	Plasmodium falciparum
X17486.1_w550	Plasmodium falciparum
X17486.1_w600	Plasmodium falciparum
X17486.1_w650	Plasmodium falciparum
X17486.1_w700	Plasmodium falciparum
X17486.1_w750	Plasmodium falciparum
X17486.1_w800	Plasmodium falciparum
X17486.1_w850	Plasmodium falciparum
X17486.1_w900	Plasmodium falciparum
X17486.1_w950	Plasmodium falciparum
X17486.1_w1000	Plasmodium falciparum
X17486.1_w1050	Plasmodium falciparum
X17486.1_w1100	Plasmodium falciparum
X17486.1_w1150	Plasmodium falciparum
X17486.1_w1200	Plasmodium falciparum
X17486.1_w1250	Plasmodium falciparum
X17486.1_w1300	Plasmodium falciparum
X17486.1_w1350	Plasmodium falciparum
X17486.1_w1400	Plasmodium falciparum
X17486.1_w1450	Plasmodium falciparum
X17486.1_w1500	Plasmodium falciparum
X17486.1_w1550	Plasmodium falciparum
X17486.1_w1600	Plasmodium falciparum
X17486.1_w1650	Plasmodium falciparum
X17486.1_w1700	Plasmodium falciparum
X17486.1_w1750	Plasmodium falciparum
X17486.1_w1757	Plasmodium falciparum
X17487.1_w0	Plasmodium falciparum
X17487.1_w50	Plasmodium falciparum
X17487.1_w100	Plasmodium falciparum
X17487.1_w150	Plasmodium falciparum
X17487.1_w200	Plasmodium falciparum
X17487.1_w250	Plasmodium falciparum
X17487.1_w300	Plasmodium falciparum
X17487.1_w350	Plasmodium falciparum
X17487.1_w400	Plasmodium falciparum
X17487.1_w450	Plasmodium falciparum
X17487.1_w467	Plasmodium falciparum
X17488.1_w0	Plasmodium falciparum
X17488.1_w50	Plasmodium falciparum
X17488.1_w100	Plasmodium falciparum
X17488.1_w150	Plasmodium falciparum
X17488.1_w200	Plasmodium falciparum
X17488.1_w250	Plasmodium falciparum
X17488.1_w300	Plasmodium falciparum
X17488.1_w350	Plasmodium falciparum
X17488.1_w400	Plasmodium falciparum
X17488.1_w450	Plasmodium falciparum
X17488.1_w500	Plasmodium falciparum
X17488.1_w550	Plasmodium falciparum
X17488.1_w600	Plasmodium falciparum
X17488.1_w650	Plasmodium falciparum
X17488.1_w700	Plasmodium falciparum
X17488.1_w750	Plasmodium falciparum
X17488.1_w800	Plasmodium falciparum
X17488.1_w850	Plasmodium falciparum
X17488.1_w900	Plasmodium falciparum
X17488.1_w950	Plasmodium falciparum
X17488.1_w1000	Plasmodium falciparum
X17488.1_w1050	Plasmodium falciparum
X17488.1_w1100	Plasmodium falciparum
X17488.1_w1150	Plasmodium falciparum
X17488.1_w1200	Plasmodium falciparum
X17488.1_w1250	Plasmodium falciparum
X17488.1_w1300	Plasmodium falciparum
X17488.1_w1350	Plasmodium falciparum
X17488.1_w1400	Plasmodium falciparum
X17488.1_w1450	Plasmodium falciparum
X17488.1_w1500	Plasmodium falciparum
X17488.1_w1550	Plasmodium falciparum
X17488.1_w1600	Plasmodium falciparum
X17488.1_w1650	Plasmodium falciparum
X17488.1_w1700	Plasmodium falciparum
X17488.1_w1750	Plasmodium falciparum
X17488.1_w1800	Plasmodium falciparum
X17488.1_w1850	Plasmodium falciparum
X17488.1_w1900	Plasmodium falciparum
X17488.1_w1950	Plasmodium falciparum
X17488.1_w2000	Plasmodium falciparum
X17488.1_w2050	Plasmodium falciparum
X17488.1_w2100	Plasmodium falciparum
X17488.1_w2150	Plasmodium falciparum
X17488.1_w2200	Plasmodium falciparum
X17488.1_w2250	Plasmodium falciparum
X17488.1_w2300	Plasmodium falciparum
X17488.1_w2350	Plasmodium falciparum
X17488.1_w2400	Plasmodium falciparum
X17488.1_w2450	Plasmodium falciparum
X17488.1_w2500	Plasmodium falciparum
X17488.1_w2550	Plasmodium falciparum
X17488.1_w2600	Plasmodium falciparum
X17488.1_w2650	Plasmodium falciparum
X17488.1_w2700	Plasmodium falciparum
X17488.1_w2750	Plasmodium falciparum
X17488.1_w2800	Plasmodium falciparum
X17488.1_w2850	Plasmodium falciparum
X17488.1_w2900	Plasmodium falciparum
X17488.1_w2942	Plasmodium falciparum
X17489.1_w0	Plasmodium falciparum
X17489.1_w50	Plasmodium falciparum
X17489.1_w100	Plasmodium falciparum
X17489.1_w150	Plasmodium falciparum
X17489.1_w200	Plasmodium falciparum
X17489.1_w250	Plasmodium falciparum
X17489.1_w300	Plasmodium falciparum
X17489.1_w350	Plasmodium falciparum
X17489.1_w400	Plasmodium falciparum
X17489.1_w450	Plasmodium falciparum
X17489.1_w500	Plasmodium falciparum
X17489.1_w550	Plasmodium falciparum
X17489.1_w600	Plasmodium falciparum
X17489.1_w650	Plasmodium falciparum
X17489.1_w700	Plasmodium falciparum
X17489.1_w750	Plasmodium falciparum
X17489.1_w800	Plasmodium falciparum
X17489.1_w850	Plasmodium falciparum
X17489.1_w900	Plasmodium falciparum
X17489.1_w950	Plasmodium falciparum
X17489.1_w1000	Plasmodium falciparum
X17489.1_w1034	Plasmodium falciparum
X17490.1_w0	Plasmodium falciparum
X17490.1_w50	Plasmodium falciparum
X17490.1_w100	Plasmodium falciparum
X17490.1_w150	Plasmodium falciparum
X17490.1_w184	Plasmodium falciparum
X53014.1_w0	P.falciparum DNA
X53014.1_w50	P.falciparum DNA
X53014.1_w100	P.falciparum DNA
X53014.1_w150	P.falciparum DNA
X53014.1_w200	P.falciparum DNA
X53014.1_w250	P.falciparum DNA
X53014.1_w300	P.falciparum DNA
X53014.1_w350	P.falciparum DNA
X53014.1_w400	P.falciparum DNA
X53014.1_w450	P.falciparum DNA
X53014.1_w500	P.falciparum DNA
X53014.1_w550	P.falciparum DNA
X53014.1_w600	P.falciparum DNA
X53014.1_w650	P.falciparum DNA
X53014.1_w700	P.falciparum DNA
X53014.1_w750	P.falciparum DNA
X53014.1_w800	P.falciparum DNA
X53014.1_w850	P.falciparum DNA
X53014.1_w900	P.falciparum DNA
X53014.1_w950	P.falciparum DNA
X53014.1_w1000	P.falciparum DNA
X53014.1_w1050	P.falciparum DNA
X53014.1_w1100	P.falciparum DNA
X53014.1_w1150	P.falciparum DNA
X53014.1_w1200	P.falciparum DNA
X53014.1_w1250	P.falciparum DNA
X53014.1_w1300	P.falciparum DNA
X53014.1_w1304	P.falciparum DNA
X53025.1_w0	P.falciparum DNA
X53025.1_w3	P.falciparum DNA
X53026.1_w0	P.falciparum DNA
X53026.1_w50	P.falciparum DNA
X53026.1_w100	P.falciparum DNA
X53026.1_w150	P.falciparum DNA
X53026.1_w200	P.falciparum DNA
X53026.1_w250	P.falciparum DNA
X53026.1_w300	P.falciparum DNA
X53026.1_w350	P.falciparum DNA
X53026.1_w381	P.falciparum DNA
X01343.1_w0	Psammechinus miliaris
X01343.1_w50	Psammechinus miliaris
X01343.1_w100	Psammechinus miliaris
X01343.1_w150	Psammechinus miliaris
X01343.1_w200	Psammechinus miliaris
X01343.1_w250	Psammechinus miliaris
X01343.1_w300	Psammechinus miliaris
X01343.1_w350	Psammechinus miliaris
X01343.1_w400	Psammechinus miliaris
X01343.1_w450	Psammechinus miliaris
X57501.1_w0	P.univalens terminal
X57501.1_w50	P.univalens terminal
X57501.1_w100	P.univalens terminal
X57501.1_w150	P.univalens terminal
X57501.1_w200	P.univalens terminal
X57501.1_w250	P.univalens terminal
X57501.1_w300	P.univalens terminal
X57501.1_w344	P.univalens terminal
X57502.1_full	P.univalens terminal
X57504.1_w0	P.univalens pentameric
X57504.1_w50	P.univalens pentameric
X57504.1_w100	P.univalens pentameric
X57504.1_w150	P.univalens pentameric
X57504.1_w200	P.univalens pentameric
X57504.1_w250	P.univalens pentameric
X57504.1_w300	P.univalens pentameric
X57504.1_w334	P.univalens pentameric
X57505.1_w0	P.univalens terminal
X57505.1_w15	P.univalens terminal
X57506.1_w0	P.univalens terminal
X57506.1_w50	P.univalens terminal
X57506.1_w90	P.univalens terminal
X57507.1_w0	P.univalens pentameric
X57507.1_w50	P.univalens pentameric
X57507.1_w100	P.univalens pentameric
X57507.1_w107	P.univalens pentameric
X57508.1_full	P.univalens terminal
X57511.1_full	P.univalens pentameric
X58635.1_w0	P.univalens telomeric
X58635.1_w50	P.univalens telomeric
X58635.1_w100	P.univalens telomeric
X58635.1_w150	P.univalens telomeric
X58635.1_w200	P.univalens telomeric
X58635.1_w250	P.univalens telomeric
X58635.1_w300	P.univalens telomeric
X58635.1_w350	P.univalens telomeric
X58635.1_w400	P.univalens telomeric
X58635.1_w450	P.univalens telomeric
X58635.1_w500	P.univalens telomeric
X58635.1_w534	P.univalens telomeric
X53681.1_w0	P.vivax antigenic
X53681.1_w50	P.vivax antigenic
X53681.1_w100	P.vivax antigenic
X53681.1_w150	P.vivax antigenic
X53681.1_w197	P.vivax antigenic
X53680.1_full	P.vivax newly
X16019.1_w0	S.lemnae histone
X16019.1_w50	S.lemnae histone
X16019.1_w100	S.lemnae histone
X16019.1_w150	S.lemnae histone
X16019.1_w200	S.lemnae histone
X16019.1_w250	S.lemnae histone
X16019.1_w300	S.lemnae histone
X16019.1_w350	S.lemnae histone
X16019.1_w400	S.lemnae histone
X16019.1_w450	S.lemnae histone
X16019.1_w500	S.lemnae histone
X16019.1_w506	S.lemnae histone
X17532.1_w0	S.purpuratus RNA
X17532.1_w50	S.purpuratus RNA
